ID_KONGRESS,ID,ID_SEMINAR,FARBCODE,TRACK,TRACK_EN,ORDERT,AUDIENCE,AUDIENCE_EN,DATUM,TIMESTAMP,TIMESTAMP_ENDE,SIMULTAN,DATUM_ES_EN,DATUM_ES,BEGINN,ENDE,SEMINAR_NR,RAUM_NR,RAUMNAME,AREAID,TITEL,TITEL_ES,TITEL_EN,ABSTRACT_EN,REFERENT_NAME,REFERENT_NACHNAME,REFERENT_FIRMA,ID_PERSON,ID_PERSON_COREF,ID_PERSON_COCOREF,VORTRAGSTYP,VORTRAGSTYP_EN,COREFERENT_NAME,COCOREFERENT_NAME,COREFERENT_FIRMA,COCOREFERENT_FIRMA,ABSTRACT_TEXT,SPRACHE,SPRACHE_EN,DEMO_EN,DEMO
506707,507427,507427,334479,Architektur und Sicherheit,architecture and security,1,Fortgeschrittene,advanced,2017-07-06 00:00:00.0,2017-07-06 14:30:00.0,2017-07-06 15:15:00.0,,2017-07-06,06.07.2017,14:30,15:15,14,1,Beethoven Saal,1/B,[E5] Security und Single-Sign-On für Web APIs,[E5] Security und Single-Sign-On für Web APIs,,,Niko Köbler,Köbler,www.n-k.de,373812,,,,,,,,,"Verteilte Systeme und der Einsatz von Web-basierten APIs auf vielen unterschiedlichen Devices machen den Einsatz eines SSO Systems auf Basis von OAuth2, OpenID Connect und JSON-Web-Token (JWT) unabdingbar. Jedoch macht es der Java Standard in Sachen Security einem nicht immer einfach, diese (recht neuen) Technologien zu verwenden und zu integrieren. In Cloud-Umgebungen mit API-Gateways muss zudem Rücksicht auf die teils eingeschränkten Möglichkeiten der Anbieter genommen werden.
Ich stelle unterschiedliche Möglichkeiten und Lösungen vor, wie man APIs und Anwendungen unterschiedlicher Art in der Cloud und On-Premise absichern kann und dennoch weiß, welcher User gerade mit welchen Rollen die Operation durchführen möchte, selbst wenn diese im Backend nur indirekt aufgerufen wird.",Deutsch,German,Yes,Ja
506707,507451,507451,334479,IDE und Tools,IDE and tools,2,Fortgeschrittene,advanced,2017-07-06 00:00:00.0,2017-07-06 09:50:00.0,2017-07-06 10:35:00.0,,2017-07-06,06.07.2017,09:50,10:35,20,4,Hegel Saal,4/H,[G2] Next Level Spring Boot Tooling,[G2] Next Level Spring Boot Tooling,,,Martin Lippert,Lippert,Pivotal,368387,,,,,,,,,"Spring Boot hat sich mittlerweile zum neuen Standard als Basis für Microservices-basierte Cloud-Anwendungen etabliert. In diesem Talk zeigen wir die neusten Erweiterungen für Eclipse, um noch schneller und einfacher Spring-Boot-Anwendungen implementieren zu können. Anhand von vielen Livedemos zeigen wir unter anderem, wie man in wenigen Minuten eine fertige Spring-Boot-Anwendung implementiert, wie man deutlich einfacher und schneller Property- und YML-Konfigurationsdateien erstellt und editiert, und wie man mit dem Boot Dashboard in Eclipse und der Spring Tool Suite den Überblick behält und effizient arbeiten kann, selbst wenn man mit vielen Microservices-Anwendungen gleichzeitig arbeiten muss. Dieses neue Microservices-Development-Center in Eclipse/STS vereinfacht den Umgang mit Spring-Boot-Projekten erheblich und löst Probleme, mit denen jeder Entwickler jeden Tag zu kämpfen hat. Zusätzlich zeigen wir, wie eine Cloud-Plattform wie Cloud Foundry in dieses Microservices-Development-Center einbezogen werden kann, sodass sich Services selbst dann gut entwickeln, aktualisieren und debuggen lassen, wenn sie mit Services in der Cloud interagieren. Der Vortrag ist Insgesamt vollgepackt mit viele Tipps und Tricks, die die Entwicklung von Spring-Boot-Anwendungen einfacher und schneller machen.",Deutsch,German,Yes,Ja
506707,507520,507520,334478,Core Java und JVM-Sprachen,Core Java and JVM languages,4,Anfänger,beginner,2017-07-06 00:00:00.0,2017-07-06 16:40:00.0,2017-07-06 17:25:00.0,,2017-07-06,06.07.2017,16:40,17:25,36,4,Hegel Saal,4/H,"[G7] PECHA-KUCHA-SESSION  5 Kurzvorträge: 
20 Jahre JUGS, 20 x JFS Oliver Böhm, Optica Abrechnungs-zentrum Dr. Güldener GmbH 
REST API Dokumentation mit Swagger und AsciiDoc Jan-Paul Buchwald, YOPITER GMBH 
Philosophy screws it all up! Markus Harrer, privat 
Mit Mutationstesten die Tests testen Johannes Dienst, MULTA MEDIO Informationssysteme AG 
Schall und Rauch Michael Wiedeking, MATHEMA Software GmbH ","[G7] PECHA-KUCHA-SESSION  5 Kurzvorträge: 
20 Jahre JUGS, 20 x JFS Oliver Böhm, Optica Abrechnungs-zentrum Dr. Güldener GmbH 
REST API Dokumentation mit Swagger und AsciiDoc Jan-Paul Buchwald, YOPITER GMBH 
Philosophy screws it all up! Markus Harrer, privat 
Mit Mutationstesten die Tests testen Johannes Dienst, MULTA MEDIO Informationssysteme AG 
Schall und Rauch Michael Wiedeking, MATHEMA Software GmbH ",,,Oliver Böhm,Böhm,Optica Abrechnungszentrum Dr. Güldener GmbH,373237,,,,,,,,,"Das Java Forum Stuttgart findet dieses Jahr zum 20. Mal statt - eine verdammt lange Zeit in der IT-Branche. Zusammengefasst in einen Pecha-Kucha-Vortrag bedeutet das pro Jahr eine Folie bzw. 0,4 Sek. pro Woche - eine unmögliche Zeitvorgabe (nicht untypisch für die viele Projekte). Lassen Sie uns daher nur die wichtigsten Ereignisse der vergangenen Jahre Revue passieren und die Tops, aber auch Flops (kennen Sie noch das San-Francisco-Projekt?) der letzten zwei Jahrzehnte in Erinnerung rufen.",Deutsch,German,No,Nein
1,507532,507532,334479,Methodik und Praxis,methodology and practice,6,Fortgeschrittene,advanced,2017-07-06 00:00:00.0,2017-07-06 16:40:00.0,2017-07-06 17:25:00.0,,2017-07-06,06.07.2017,16:40,17:25,39,4,Hegel Saal,4/H,[G7] Philosophy screws it all up!,[G7] Philosophy screws it all up!,,,Markus Harrer,Harrer,privat,373841,,,,,,,,,"Wie Erkenntnistheorie unsere Softwareentwicklung beeinflusst und wie wir damit umgehen können...

Softwareentwicklungsprojekte scheitern ab und an weder aus technischem, noch fachlichen  ja nicht einmal aus politischen Gründen. Sind anderweitige Gründe im Spiel, versenkt diese Art von Softwareprojektabbrüchen meist auch noch extrem viel Geld. Es ist unheimlich, dass wir diese Fälle nicht wirklich begründen können und daher vor allem nicht herausbekommen, woran es wohl wirklich gelegen hat. Es müssen somit noch andere, grundsätzliche Aspekte eine Rolle spielen, welche nicht sofort offensichtlich sind.

In diesem Pecha-Kucha-Vortrag ergründe ich mit Hilfe der philosophischen Disziplin der Erkenntnistheorie  der Theorie des Wissens  einige der nicht augenscheinlichen, jedoch immer vorhandenen Probleme der Softwareentwicklung. Die vorgestellten erkenntnistheoretischen Dilemmata begegnen uns immer, wenn wir es mit Wissen zu tun haben. Softwareentwicklung ist die Implementierung von Wissen in Code. Daher sind auch wir  ob wir es wollen oder nicht  immer von diesen Dilemmata betroffen. 

Es gibt jedoch Hoffnung: Sind diese Grundprobleme erst einmal bekannt, können wir sie nutzen, um unsere eigene Arbeit  unser Vorgehen, unserer eingesetzten Methoden und Praktiken in der Softwareentwicklung  nach objektiven Kriterien zu beurteilen und zu verbessern. Konkret zeige ich, wie sich die normative Wissenschaft der Erkenntnistheorie ganz praktisch als Messwerkzeug verwenden lässt. Dazu stelle ich ihre Einflussnahme auf softwaretechnische Praktiken anhand von Praxisbeispielen vor. Meine Kernziele sind es, die Dilemmata kurz und prägnant darzustellen, handhabbar zu machen und praxisorientierte Lösungsansätze zum Umgang mit ihnen aufzuzeigen.",Deutsch,German,No,Nein
506707,507552,507552,334479,Frontend und Mobile Computing,frontend and mobile computing,5,Fortgeschrittene,advanced,2017-07-06 00:00:00.0,2017-07-06 14:30:00.0,2017-07-06 15:15:00.0,,2017-07-06,06.07.2017,14:30,15:15,44,2,Mozart Saal,2/M,[A5] Mobile hybride Applikationen - Investment-App der BW-Bank,[A5] Mobile hybride Applikationen - Investment-App der BW-Bank,,,Manfred Heiland,Heiland,avono AG,369827,,,,,,,,,"Die Entwicklung einer hybriden mobilen Applikation bedeutet besondere Herausforderungen in der Projektumsetzung.

Diese reichen von der technischen Kommunikation zwischen nativen und HTML5-Applikationsteilen bis hin zu den Feinheiten der Layoutgestaltung,
um die Einheitlichkeit des Erscheinungsbildes verschiedener Applikationsbestandteile sicherzustellen.

In diesem Vortrag berichten wir auf der Basis eines konkreten Projekts - der Investment-App &quot;AssetGo&quot; der BW-Bank - von den Herausforderungen und Lösungsansätzen bei der Entwicklung einer mobilen hybriden Applikation. Neben den Apps für iOS und Android kamen für den Webteil Ionic und AngularJS zum Einsatz. Im Server setzten wir auf eine REST-Schnittstelle auf Basis von Jersey, Spring und Java. Im Rahmen der Testphase wurde eine mobile Device-Cloud für das automatisierte Testen integriert.

Abgerundet wird der Vortrag durch eine Demo der Anwendung und eine Bewertung des Ansatzes, in einer hybriden Anwendung native und HTML5-Applikationsteile miteinander zu verbinden. Hierbei wird nicht nur von Erfolgen, sondern auch von Rückschlägen berichtet.",Deutsch,German,Yes,Ja
506707,507589,507589,334478,IDE und Tools,IDE and tools,2,Anfänger,beginner,2017-07-06 00:00:00.0,2017-07-06 14:30:00.0,2017-07-06 15:15:00.0,,2017-07-06,06.07.2017,14:30,15:15,53,7,Raum Usedom,7/R,[G5] Muss es immer Docker sein?,[G5] Muss es immer Docker sein?,,,Sandra Parsick,Parsick,Freiberufler,373816,,,,,,,,,"Docker ist in aller Munde und wird gerne als Allheilösung für Deployment Probleme propagiert. Das führt oft dazu, dass viele glauben, automatisierte Deployments gehen nur mit Docker, obwohl Provisionierungswerkzeuge wie Ansible Lösungen außerhalb der Container-Welt anbieten. Deren Einsatz wird oft garnicht in Betracht gezogen, weil irgendwann, in Ferner Zukunft, Docker im Unternehmen eingesetzt werden soll, trotzdem dass  Ansible mit wenig Aufwand in der Gegenwart helfen kann. Dazu kommt, dass die Einsatzszenarien von Provisionierungswerkzeugen und Container-Technologien vermischt werden und somit als Konkurrenz betrachtet werden. 
Dieser Vortrag erklärt anhand von Ansible und Docker worin sich ein Provisionierungswerkzeug von einer Container-Technologie unterscheidet. Es wird gezeigt, wie Ansible auf dem Weg zu einer Dockerisierung der Infrastruktur jetzt schon Probleme lösen kann und wie ein gemeinsamer Einsatz beider Technologien die Vorteile beider Welten kombiniert.",Deutsch,German,Yes,Ja
1,507597,507597,334478,Methodik und Praxis,methodology and practice,6,Anfänger,beginner,2017-07-06 00:00:00.0,2017-07-06 16:40:00.0,2017-07-06 17:25:00.0,,2017-07-06,06.07.2017,16:40,17:25,55,4,Hegel Saal,4/H,[G7] Mit Mutationstesten die Tests testen,[G7] Mit Mutationstesten die Tests testen,,,Johannes Dienst,Dienst,MULTA MEDIO Informationssysteme AG,373842,,,,,,,,,"Bei Mutationen denkt man vielleicht zuerst an biologische Experimente. Doch auch eine Technik zur Qualitätssteigerung von Testsuiten besitzt diesen Namen. Was sich esoterisch anhört, beruht auf der Annahme des &quot;kompetenten Programmierers&quot;, der unbeabsichtigt kleine Fehler einbaut. Diese werden durch Tests nicht gefunden, können aber in ihrer Summe katastrophale Auswirkungen haben. Mutationstesten schleust gezielt Fehler in die Codebasis ein, um sie anschließend von der Testsuite finden zu lassen. Der Vortrag stellt die Vorgehensweise an einem konkreten Beispiel vor und zeigt, welche interessanten Erkenntnisse in einem realen Projekt damit gewonnen wurden.",Deutsch,German,No,Nein
506707,507401,507401,334479,IoT und Embedded,IoT and embedded,6,Fortgeschrittene,advanced,2017-07-06 00:00:00.0,2017-07-06 09:50:00.0,2017-07-06 10:35:00.0,,2017-07-06,06.07.2017,09:50,10:35,8,6,Raum Sylt,6/R,[A2] Ethereum - The Internet of Programmable Money,[A2] Ethereum - The Internet of Programmable Money,,,Elke Schweizer,Schweizer,privat,373795,,,,,,,,,"Was ist der Unterschied zwischen der Bitcoin Blockchain und der Ethereum Blockchain? Bitcoin könnte ein Ethereum Smart-Contract sein. Einzige Funktion des Contracts: Die Übergabe eines Betrages von der eigenen Adresse zu einer definierten Zieladresse. Klar, dass der Code des Smart-Contracts sicherstellt, dass man nicht mehr Geld übertragen kann, als man auf dieser Adresse besitzt. Tatsächlich ist aber Bitcoin keine Ethereum Implementierung, sondern eher umgekehrt. Dieser Ansatz ist wesentlich schlauer. Erst gab es Bitcoins und als sich der Erfolg und die Sicherheit der Kryptowährung in der Praxis gezeigt hat, hatte Vitalik Buterin die Idee, aus der Bitcoin-Architektur eine Infrastruktur zu bauen, mit der neue Kryptowährungen und vielleicht noch viel mehr Produkte oder Services umsetzbar sind. Das ist ein seltener, aber vielversprechender Ansatz, der leider in der Geschichte der Infrastrukturen und Plattformen nicht oft gewählt wurde. Im Folgenden werden einige Highlights der digitalen Infrastrukturen, Plattformen, Architektur-Blaupausen bis hin zu den sogenannten Ecosystems herausgegriffen - mit dem Ziel, zu einer differenzierten Einschätzung der Möglichkeiten aber auch der Restriktionen des Ethereum Ecosystems zu gelangen.",Deutsch,German,No,Nein
506707,507405,507405,334479,Methodik und Praxis,methodology and practice,6,Fortgeschrittene,advanced,2017-07-06 00:00:00.0,2017-07-06 15:35:00.0,2017-07-06 16:20:00.0,,2017-07-06,06.07.2017,15:35,16:20,9,3,Silcher Saal,3/S,[C6] Taking TDD to the Test,[C6] Taking TDD to the Test,,,Edwin Günthner,Günthner,IBM Deutschland R&D,371415,,,,,,,,," eine ganzheitliche Annäherung ans Thema TDD für alle, die immer noch zweifeln! 

Dieser Vortrag beschreibt eine persönliche Entwicklung; angefangen bei 
&quot;0 unit testing&quot;, über 
&quot;TDD, das hört sich spannend an&quot;, mit Zwischenstationen wie 
&quot;Ich habe meinem Team gesagt 'wir machen jetzt TDD' ... und Oh! So funktioniert es nicht?!&quot; zu 
&quot;ich praktiziere jetzt seit 15 Monaten begeistert TDD, und lerne immer noch täglich dazu&quot;. 

Ziel des Vortrags ist die Vermittlung der folgenden Punkte: 
1) TDD verbessert die Qualität meines Produkts 
2) TDD steigert die Produktivität 
aber am aller wichtigsten: 
3) TDD macht Spaß! 

Dazu gibt es best practices, aber auch Praktiken, die eher nicht helfen.",Deutsch,German,No,Nein
506707,507455,507455,334479,Core Java und JVM-Sprachen,Core Java and JVM languages,4,Fortgeschrittene,advanced,2017-07-06 00:00:00.0,2017-07-06 15:35:00.0,2017-07-06 16:20:00.0,,2017-07-06,06.07.2017,15:35,16:20,21,6,Raum Sylt,6/R,[B6] Goodbye CRUD Hello Maps? Datenmodellierung in Clojure,[B6] Goodbye CRUD Hello Maps? Datenmodellierung in Clojure,,,Michael Sperber,Sperber,Active Group GmbH,368361,,,,,,,,,"Clojure bringt funktionale Programmierung auf die JVM und damit viele Vorteile gegenüber Java.  Datenmodellierung funktioniert allerdings in Clojure irgendwie anders: Daten sind dort im allgemeinen unveränderlich, das gute alte CRUD-Modell funktioniert also nicht so wie in Java gewohnt.  Außerdem verwenden Clojure-Programmierer für alles mögliche Maps.  (Und das ist nicht immer eine gute Idee.)  Wie werden Entwickler mit dieser schönen neuen Welt fertig?  Und wie entsteht dadurch flexible und robuste Software?  Was für Lektionen könnte ich zu Java mit zurücknehmen, wenn der Arbeitgeber mich schon nicht in Clojure programmieren lässt?  Der Vortrag gibt Antworten.",Deutsch,German,Yes,Ja
506707,507485,507485,334478,Methodik und Praxis,methodology and practice,6,Anfänger,beginner,2017-07-06 00:00:00.0,2017-07-06 11:10:00.0,2017-07-06 11:55:00.0,,2017-07-06,06.07.2017,11:10,11:55,28,2,Mozart Saal,2/M,[C3] Sponsored Talk Don't look back in anger - Wie uns Historienanalyse dabei hilft unsere Entwicklung zu verbessern,[C3] Sponsored Talk Don't look back in anger - Wie uns Historienanalyse dabei hilft unsere Entwicklung zu verbessern,,,Dennis Pagano,Pagano,CQSE GmbH,373802,,,,,,,,,"Im letzten Jahrzehnt war die Analyse von Versionshistorien zentrales Thema in der Forschung. Welche Rückschlüsse können jedoch in der Praxis aus der Historie eines Softwareprojekts gezogen werden, insbesondere im Hinblick auf Software-Qualität?
Wir haben viele der Techniken selbst ausprobiert - sowohl auf bekannten Open Source Systemen, als auch im industriellen Umfeld - mit überraschenden Resultaten. Dieser Vortrag stellt die interessantesten Ergebnisse dar und verdeutlicht, welche der Analysen und Ergebnisse in der Praxis hilfreich sind.",Deutsch,German,No,Nein
506707,507497,507497,334478,Architektur und Sicherheit,architecture and security,1,Anfänger,beginner,2017-07-06 00:00:00.0,2017-07-06 16:40:00.0,2017-07-06 17:25:00.0,,2017-07-06,06.07.2017,16:40,17:25,31,7,Raum Usedom,7/R,[D7] Sponsored Talk IoT und die Cloud - Kriterien und Erfahrungen eines Plattformvergleichs,[D7] Sponsored Talk IoT und die Cloud - Kriterien und Erfahrungen eines Plattformvergleichs,,,Dominik Bial,Bial,OPITZ CONSULTING Deutschland GmbH,373837,373839,,,,Daniel Rock,,OPITZ CONSULTING Deutschland GmbH,,"Die Anzahl der IoT Cloud Plattformen steigt rasant. Durch die Vielzahl von Anbietern wird die Auswahl eines passenden Produkts immer schwieriger. Im Rahmen des Vortrags erfährt der Zuhörer nach einer kurzen Einführung in die IoT-Welt Kriterien, nach denen wir verschiedene IoT Cloud Plattformen untersucht haben. Darüber hinaus findet er Antworten und Hinweise, die bei der Auswahl der richtigen Plattform essentiell sind. Gibt es überhaupt eine Plattform, die zu meinen Use Case passt? Wird durch die Verwendung der Plattform eine Vereinfachung der Datenverarbeitung erreicht? Welche Vor- und Nachteile haben die Plattformen? Gibt es bei den Usern eine breite Akzeptanz, ist eine aktive Verwendung sichtbar und die Dokumentation hilfreich? 
Im Fokus des Vortrags stehen die Plattformen von Microsoft, Oracle, Amazon und Q-loud.",Deutsch,German,No,Nein
506707,507413,507413,334479,IDE und Tools,IDE and tools,2,Fortgeschrittene,advanced,2017-07-06 00:00:00.0,2017-07-06 12:15:00.0,2017-07-06 13:00:00.0,,2017-07-06,06.07.2017,12:15,13:00,11,7,Raum Usedom,7/R,[G4] Property Based Testing,[G4] Property Based Testing,,,Nicolai Mainiero,Mainiero,sidion,371256,,,,,,,,,"Der Test-driven development-cycle lautet: add test, write code, run test, refactor code, repeat. Aber wie viele Zyklen braucht man? Wie kann man sicher sein, dass man genügend Tests hat?

Diese Fragen haben sich auch Koen Claessen und John Hughes gestellt und haben deshalb QuickCheck entwickelt: ein leichtgewichtiges Werkzeug zum randomisierten Testen von Haskell Programmen. Mittlerweile gibt es Implementierungen von QuickCheck für mehr als zwanzig Sprachen, unter anderem Java, JavaScript, Swift und Scala.

Anstatt eine Funktion nur für ein paar ausgewählte Eingabewerte zu testen schlagen sie vor, die Funktion für alle bzw. sehr viele Eingaben zu testen. Um dies zu erreichen werden nicht mehr wie bei Unit-Tests einzelne Testfälle definiert und diese dann überprüft, sondern Eigenschaften der Funktion definiert, die für alle Eingaben gelten müssen. Konkret bedeutet das zum Beispiel, dass bei der Addition von zwei positiven Zahlen ungleich Null das Ergebnis immer größer als jeder der beiden Summanden ist.

QuickCheck erzeugt für jede Eigenschaft einer Funktion dutzende Testfälle, um sie zu bestätigen oder zu widerlegen. Wird ein Gegenbeispiel gefunden, so reduziert QuickCheck den Testfall auf die einfachste Variante, bei der die Eigenschaft verletzt wird.

In diesem Vortrag soll das Konzept von Property Based Testing erklärt werden, auf verschiedene Implementierungen für Java eingegangen und an Beispielen gezeigt werden, wie man QuickCheck effizient einsetzt.",Deutsch,German,No,Nein
506707,507439,507439,334478,Frontend und Mobile Computing,frontend and mobile computing,5,Anfänger,beginner,2017-07-06 00:00:00.0,2017-07-06 16:40:00.0,2017-07-06 17:25:00.0,,2017-07-06,06.07.2017,16:40,17:25,17,1,Beethoven Saal,1/B,[A7] Einführung in Grafik- und UI-Design für Entwickler,[A7] Einführung in Grafik- und UI-Design für Entwickler,,,Alexander Klein,Klein,codecentric AG,370592,,,,,,,,,"Viele Entwickler machen einen Bogen um Design, Ergonomie und Userexperience weil ihnen
das Wissen und das Auge dafür fehlt wie schönere und benutzerfreundlichere Oberflächen, Komponenten, 
Icons, Webseiten und Präsentationen entstehen können.
Sehr oft arbeiten sie aber mit Designern und Kunden die in Bildern denken.
Denen wiederum fehlt die Sicht auf die Befürfnisse und Restriktionen von Entwicklern.
Um mit ihnen reden zu können sollte man ihre Sprache sprechen und Verstehen können.
Design hat viel mit Psychologie und Zielen, aber auch Manipulation zu tun.

Diese Session kann keinen Pixelguru aus Ihnen machen, versucht aber Einblick in die Welt der Designer zu geben.
Wenn Farben, Typographie und das mysteriöse Wesen genannt 'Benutzer' klarer werden können Oberflächen besser werden.",Deutsch,German,No,Nein
506707,507480,507480,334478,Architektur und Sicherheit,architecture and security,1,Anfänger,beginner,2017-07-06 00:00:00.0,2017-07-06 15:35:00.0,2017-07-06 16:20:00.0,,2017-07-06,06.07.2017,15:35,16:20,27,1,Beethoven Saal,1/B,[E6] The League of Extraordinary Anti-Patterns,[E6] The League of Extraordinary Anti-Patterns,,,Dirk Fauth,Fauth,Robert Bosch GmbH,373821,368415,,,,Stefan Schlott,,BeOne Stuttgart GmbH,,"Captain Static, Runnable Boy und der Rest des Teams der Liga der außergewöhnlichen Anti-Patterns sitzen erschöpft in ihrer Festung der Einsamkeit, der Singleton Factory. Gerne würden sie sich zur Ruhe setzen, doch schon wieder ertönt der Alarm und sie werden zu einem Einsatz gerufen. Was erwartet unsere außergewöhnlichen Helden diesmal?
Ein Programmieranfänger?
Eine Gruppe altgedienter C-Entwickler, die gezwungen werden, sich mit Objektorientierung auseinander zu setzen?
Ein armer Kerl, der die Wartung eines in die Jahre gekommenen Projekts übernommen hat und nun in der angehäuften technischen Schuld unterzugehenen droht?

Es gibt viele Vorträge, Artikel, Blogposts und Schulungen, die sich mit dem Thema Anti-Pattern beschäftigen - und dennoch passieren sie immer wieder und sind Grund für lange Nächte, tiefe Augenringe, übermäßigen Kaffeegenuss und Haarverlust.

Anstelle der typischerweise trockenen so-macht-man-das-aber-nicht Vorträge zu diesem Thema wollen wir die üblichen Verdächtigen und die besonders interessanten Exoten mit etwas Humor betrachten. Das macht es hoffentlich leichter sich die ein oder andere Stolperfalle zu merken und in der eigenen Arbeit wiederzuerkennen, denn: Ein bisschen Captain Static und Kid Singelton findet sich doch in jedem von uns - spätestens wenn wir an unsere eigenen ersten Programmier-Gehversuche zurückdenken ;-)",Deutsch,German,No,Nein
506707,507506,507506,334478,Methodik und Praxis,methodology and practice,6,Anfänger,beginner,2017-07-06 00:00:00.0,2017-07-06 16:40:00.0,2017-07-06 17:25:00.0,,2017-07-06,06.07.2017,16:40,17:25,33,2,Mozart Saal,2/M,[C7] Ansible - Lohnt sich der steinige Weg zum automatisierten Deployment wirklich?,[C7] Ansible - Lohnt sich der steinige Weg zum automatisierten Deployment wirklich?,,,Julien Guitton,Guitton,SEITENBAU GmbH,373825,373827,,,,Thomas Pieronczyk,,SEITENBAU GmbH,,"Microservices, Hochverfügbarkeit, Skalierbarkeit, kurze Releasezyklen und &quot;Infrastructure as Code&quot; sind nur einige der Schlagworte, die sich in den letzten Jahren in den Bereichen Softwareentwicklung, Hosting und Betrieb als anzustrebende Standards herausgetan haben. Erfüllen lassen sich diese Ziele jedoch nur mit einem hohen Grad an Automatisierung.

Seit seinem Erscheinungsjahr 2012 hat sich Ansible im Bereich der Serverorchestrierung, des Konfigurationsmanagements und der Automatisierungswerkzeuge als eine der führenden Lösungen etabliert. Im Vergleich zu anderen Werkzeugen wie Puppet oder Chef kommt Ansible gänzlich ohne die Installation und Konfiguration von Agenten aus, sondern benötigt lediglich eine Python Installation und den Systemzugriff mit Hilfe von SSH.

Aufgrund der Vielzahl verfügbarer Module und der stark an Kommandozeilen-Aufrufen orientierten Syntax bietet Ansible insbesondere Systemadministratoren eine einfache Möglichkeit zur Automatisierung administrativer Tätigkeiten, bietet jedoch Gleichzeitig auch Software Entwicklern einen leichten Einstieg in die Administration der von ihnen genutzten und benötigten Umgebungen.

In unserem Vortrag möchten wir nach einem kurzen Überblick über Ansible und seine Funktionalitäten anhand des Projektes Serviceportal Baden-Württemberg (https://www.service-bw.de / im Auftrag des Innenministeriums BW) zeigen, wie sich Ansible in der Praxis bewährt hat und welche technischen und organisatorischen Hürden bei der Entwicklung einer großen, verteilten Portalanwendung genommen werden mussten   und mit Hilfe von Ansible erfolgreich gemeistert wurden.",Deutsch,German,Yes,Ja
506707,507536,507536,334479,Architektur und Sicherheit,architecture and security,1,Fortgeschrittene,advanced,2017-07-06 00:00:00.0,2017-07-06 16:40:00.0,2017-07-06 17:25:00.0,,2017-07-06,06.07.2017,16:40,17:25,40,5,Schiller Saal,5/S,[E7] Container überwachen,[E7] Container überwachen,,,Steffen Siering,Siering,Elastic,376020,,,,,,,,,"Container erfreuen sich immer größerer Beliebtheit, um Services zu betreiben. Während Deployment und Isolation wesentlich einfacher wurden, sorgen Applikationen in Containern für Herausforderungen bei Logging und Monitoring.

Dieser Vortrag zeigt, wie man mit dem Elastic Stack und speziell Beats  leichtgewichtigen Agenten  diverse Daten in Containern sammeln und zentralisieren kann.

Speziell gehen wir darauf ein:
* Wie man Logs aus Containern ausliest.
* Welche Informationen man von cgroups und der Docker API beziehen kann.
* Wie man Prozessdaten mit den Metainformationen von Containern anreichert.
* Wie man den Netzwerkverkehr zwischen Containern überwachen kann.
* Welche Informationen man vom zugrundeliegenden Host auslesen sollte.",Deutsch,German,Yes,Ja
506707,507548,507548,334479,Enterprise Java und Frameworks,Enterprise Java and frameworks,3,Fortgeschrittene,advanced,2017-07-06 00:00:00.0,2017-07-06 16:40:00.0,2017-07-06 17:25:00.0,,2017-07-06,06.07.2017,16:40,17:25,43,3,Silcher Saal,3/S,[F7] Microservices-To-Go mit Dropwizard,[F7] Microservices-To-Go mit Dropwizard,,,Mario Goller,Goller,Swisscom (Schweiz) AG,373831,,,,,,,,,"Das einfache Entwickeln und Bereitstellen von Microservices in modernen und verteilten Architekturen ist ein wesentlicher Faktor und gewinnt zunehmend an Bedeutung. Daher ist es sehr wichtig die geeignete Softwarebasis und zur Hand zu haben, die es ermöglicht unkompliziert und schnell die Rahmenbedingungen für die eigene Anwendung bereitzustellen. Das sorgt auch dafür, dass sich Entwickler Teams nicht mit grundlegenden Problemstellungen auseinandersetzen müssen und sich auf die wesentliche Arbeit konzertieren können. Focus on your Features lautet hier die Devise.

Dropwizard will genau diesen Zweck erfüllen. Es ist sowohl Framework als auch Ecosystem, das die Basis für die eigenen Services zur Verfügung stellt. Dropwizard vereint wichtige Java Libraries und Standards zu einer Out-Of-The-Box Laufzeitumgebung. Es erlaubt somit eine effiziente Entwicklung und bietet Lösungsansätze für die größten Probleme im Lebenszyklus einer Anwendung, beginnend von der Entwicklung über das Deployment bis hin zu Konfiguration und Betrieb.

Dieser Vortrag zeigt die grundsätzlichen Konzepte und Komponenten von Dropwizard und wie diese im Zusammenspiel miteinander funktionieren. Es wird zudem gezeigt wie sich die Framework Basis um weitere Features erweitern lassen, um z.B. eine vollständige Web Applikation bereitzustellen. Auch der Betrieb einer mit Dropwizard erstellten Applikation wird beleuchtet und welche Vorteile es insbesondere bei der Verwendung innerhalb einer Cloud Infrastruktur gibt.",Deutsch,German,Yes,Ja
